device_code,device_name_en,include_in_MEMMS,observations,device_description_en,device_description_fr,device_name_fr
20594,"Cabinets, Storage, Medicine, Narcotic Control, Refrigerator-Mounted",Yes,,,,
20595,"Cabinets, Storage, Instrument, Wall-Mounted",Yes,,,,
20596,"Cabinets, Storage, Instrument, Stand-Alone",Yes,,,,
20597,"Cabinets, Storage, Endoscope",Yes,,,,
20598,"Cabinets, Storage, Catheter",Yes,,,,
20599,"Cabinets, Storage, Catheter, Computerized",Yes,,,,
20600,"Cabinets, Storage, Desiccating, Inert Atmosphere",Yes,,,,
20601,"Cabinets, Storage, Acid/Corrosives",Yes,,,,
20602,"Cabinets, Storage, Acid/Corrosives, Strong Acid",Yes,,,,
20603,"Cabinets, Storage, Flammable Liquid",Yes,,,,
20604,"Cabinets, Storage, Flammable Liquid, Paint/Ink",Yes,,,,
20605,"Cabinets, Storage, Flammable Liquid, Drum",Yes,,,,
20606,"Cabinets, Storage, Medical Gas Cylinder",Yes,,,,
20607,"Cabinets, Storage, Bedpan/Urinal",Yes,,,,
20608,"Cabinets, Storage, Isotope",Yes,,,,
20609,"Cabinets, Storage, Radiotherapy Blocking Tray",Yes,,,,
20610,"Cabinets, Storage, Fire Extinguisher",Yes,,,,
20611,"Cabinets, Storage, Fire Blanket",Yes,,,,
20612,"Cabinets, Storage, Tool",Yes,,,,
20613,"Cabinets, Storage, Small Component/Supply",Yes,,,,
20614,"Cabinets, Storage, Key",Yes,,,,
20615,"Cabinets, Storage, Key, Computerized",Yes,,,,
20616,"Cabinets, Storage, Laboratory",Yes,,,,
20617,"Cabinets, Storage, Laboratory, Pathology Specimen",Yes,,,,
20618,"Cabinets, Storage, Kitchen/Food Supply",Yes,,,,
20619,"Cabinets, Food Display",Yes,,,,
20620,"Cabinets, Storage, General-Purpose",Yes,,,,
20621,"Cabinets, Storage, General-Purpose, Stand-Alone",Yes,,,,
20622,"Cabinets, Storage, General-Purpose, Wall-Mounted",Yes,,,,
20623,"Cabinets, Storage, General-Purpose, Undercounter",Yes,,,,
20624,"Cabinets, Storage, Intravenous Solution, Pole-Mounted",Yes,,,,
20625,"Cabinets, Storage, General-Purpose/Wardrobe",Yes,,,,
20626,"Cabinets, Treatment",Yes,,,,
20627,"Cabinets, Treatment, Otorhinolaryngology",Yes,,,,
20628,"Cabinets, Treatment, Ophthalmology",Yes,,,,
20629,"Cabinets, Filing",Yes,,,,
20630,"Cabinets, Filing, Lateral",Yes,,,,
20631,"Cabinets, Filing, Lateral, Fire-Resistant",Yes,,,,
20632,"Cabinets, Filing, Vertical",Yes,,,,
20633,"Cabinets, Filing, Vertical, Fire-Resistant",Yes,,,,
20634,"Cabinets, Filing, Pedestal",Yes,,,,
20635,"Cabinets, Filing, Pedestal, Fire-Resistant",Yes,,,,
20636,"Cabinets, Filing, Card",Yes,,,,
20637,"Cabinets, Filing, Card, Fire-Resistant",Yes,,,,
20638,"Cabinets, Filing, Medical Chart",Yes,,,,
20639,"Cabinets, Filing, Multimedia",Yes,,,,
20640,"Cabinets, Filing, Multimedia, Fire-Resistant",Yes,,,,
20641,"Cabinets, Filing, Audio Cassette",Yes,,,,
20642,"Cabinets, Filing, Compact Disk",Yes,,,,
20643,"Cabinets, Filing, Video Cassette",Yes,,,,
20644,"Cabinets, Filing, Digital Versatile Disk",Yes,,,,
20645,"Cabinets, Filing, Slide",Yes,,,,
20646,"Cabinets, Filing, Embedding Ring/Cassette",Yes,,,,
20647,"Cabinets, Filing, Large Document",Yes,,,,
20648,"Cabinets, Filing, Large Document, Flat Storage",Yes,,,,
20649,"Cabinets, Filing, Large Document, Vertical Storage",Yes,,,,
20650,"Cabinets, Filing, Large Document, Rolled Storage",Yes,,,,
20651,"Cabinets, Storage, General-Purpose/Lateral Filing",Yes,,,,
20652,"Cabinets, Biological Safety, Class I",Yes,,,,
20653,"Cabinets, Biological Safety, Class II",Yes,,,,
20654,"Cabinets, Biological Safety, Class III",Yes,,,,
20655,Pass-Throughs,Yes,,,,
20656,"Pass-Throughs, Enclosed, Clean Room",Yes,,,,
20657,"Pass-Throughs, Enclosed, Clean Room, Personnel",Yes,,,,
20658,"Pass-Throughs, Enclosed, Laboratory",Yes,,,,
20659,"Pass-Throughs, Revolving",Yes,,,,
20660,"Pass-Throughs, Open",Yes,,,,
20661,"Warming Units, Food",Yes,,,,
20662,"Controllers, Air/Nitrogen Pressure",Yes,,,,
20663,"Decontamination Kits, Skin, Removal/Neutralization Resin",Yes,,,,
20664,"Analyzers, Laboratory, Hematology, Blood/Component Volume",Yes,,,,
20665,"Syringes, Plunger, Prefilled, Blood Volume Tracer, Luer Lock",Yes,,,,
20666,"Nucleic Acid Processors, Purification",Yes,,,,
20667,"Nucleic Acid Processors, Replication",Yes,,,,
20668,"Analyzers, Laboratory, Molecular Assay",Yes,,,,
20669,"Reagents, Immunoassay, Pregnancy, Phospholipid/Albumin Ratio",Yes,,,,
20670,"Pipette Fillers, Safety",Yes,,,,
20671,Orbital Floor Implants,Yes,,,,
20672,"Air Pressure Therapy Units, Middle Ear",Yes,,,,
20673,"Tissue Bulking Agents, Gastrointestinal",Yes,,,,
20674,"Tissue Bulking Agent Kits, Gastrointestinal",Yes,,,,
20676,"Signs, Identification",Yes,,,,
20680,"Syringes, Plunger, Protective, Radiopharmaceutical",Yes,,,,
20681,"Needles, Catheter Introduction, Protective",Yes,,,,
20682,"Water Purification Systems, Reverse Osmosis, Hemodialysis",Yes,,,,
20683,"Water Purification Systems, Reverse Osmosis, Hemodialysis, Portable",Yes,,,,
20684,"Occluders, Fallopian Tube, Transcervical",Yes,,,,
20686,"Brachytherapy Applicators, Manual, Interstitial/Intracavitary, Liquid Radioisotope",Yes,,,,
20687,"Catheters, Intracranial, Brachytherapy, Liquid Radioisotope",Yes,,,,
20688,"Prostheses, Intervertebral Disk",Yes,,,,
20689,"Prostheses, Intervertebral Disk, Total",Yes,,,,
20690,"Prostheses, Intervertebral Disk, Partial",Yes,,,,
20691,"Wheelchairs, Powered, Climbing/Lifting",Yes,,,,
20692,"Reagents, Immunoassay, Cardiac Marker, Protein, Brain Natriuretic Peptide",Yes,,,,
20693,"Analyzers, Physiologic, Metabolic Rate",Yes,,,,
20694,"Analyzers, Physiologic, Metabolic Rate, Oxygen Based",Yes,,,,
20697,"Information Systems, Data Management, Bar-Code",Yes,,,,
20698,"Information Systems, Data Management, Bar-Code, Medication Administration",Yes,,,,
20699,"Information Systems, Data Management, Bar-Code, Specimen Collection",Yes,,,,
20700,"Protection Garments, Environmental, Chemical/Biological Agent",Yes,,,,
20701,"Protection Garments, Environmental, Chemical/Biological Agent, Undergarment",Yes,,,,
20702,"Masks, Chemical/Biological Agent Protection",Yes,,,,
20703,"Respirators, Air-Purifying, Particulate/Gas/Vapor, Chemical/Biological Agent",Yes,,,,
20704,"Testers, Protective Mask/Respirator Leakage",Yes,,,,
20705,Shelters,Yes,,,,
20706,"Shelters, Chemical/Biological/Radioactive Particle Protection",Yes,,,,
20707,Environmental Control Units,Yes,,,,
20708,"Environmental Control Units, Chemical/Biological/Radioactive Particle",Yes,,,,
20709,"Air Cleaners, Particulate",Yes,,,,
20710,"Air Cleaners, Particulate/Gas/Vapor",Yes,,,,
20711,"Air Cleaners, Particulate/Gas/Vapor, Toxic Industrial Contaminant",Yes,,,,
20712,"Air Cleaners, Particulate/Gas/Vapor, Chemical Agent",Yes,,,,
20713,"Filters, Air, Particulate",Yes,,,,
20714,"Filters, Air, Particulate, Low-Efficiency",Yes,,,,
20715,"Filters, Air, Particulate, High-Efficiency",Yes,,,,
20716,"Filters, Air, Particulate, Ultra-Low Penetration",Yes,,,,
20717,"Filters, Air, Particulate, Mask/Respirator Cartridge",Yes,,,,
20718,"Filters, Air, Gas/Vapor",Yes,,,,
20719,"Filters, Air, Gas/Vapor, Toxic Industrial Contaminant",Yes,,,,
20720,"Filters, Air, Gas/Vapor, Toxic Industrial Contaminant, Mask/Respirator Cartridge",Yes,,,,
20721,"Filters, Air, Gas/Vapor, Chemical Agent",Yes,,,,
20722,"Filters, Air, Gas/Vapor, Chemical Agent, Mask/Respirator Cartridge",Yes,,,,
20723,"Emergency Kits, Chemical/Biological Agent Protection",Yes,,,,
20724,"Emergency Kits, Chemical/Biological Agent Protection, Adult",Yes,,,,
20725,"Emergency Kits, Chemical/Biological Agent Protection, Infant",Yes,,,,
20726,Tissue Bulking Agents,Yes,,,,
20727,"Tissue Bulking Agents, Urologic",Yes,,,,
20728,Capnometers,Yes,,,,
20729,"Capnometers, Exhaled Gas",Yes,,,,
20730,"Capnometers, Sublingual Tissue",Yes,,,,
20731,"Monitors, Bedside, Gastrointestinal Tissue, Carbon Dioxide",Yes,,,,
20732,"Probes, Sublingual Tissue Capnometer",Yes,,,,
20733,"Airway Clearance Units, Positive Expiratory Pressure",Yes,,,,
20734,"Airway Clearance Units, Positive Expiratory Pressure, Oscillatory",Yes,,,,
20735,"Airway Clearance Units, Positive Expiratory Pressure, Oscillatory, Flutter Valve",Yes,,,,
20736,"Airway Clearance Units, Positive Expiratory Pressure, Oscillatory, Magnetic Valve",Yes,,,,
20737,"Airway Clearance Units, Oscillatory Intrapulmonary Percussion",Yes,,,,
20738,"Airway Clearance Units, High-Frequency Chest Wall Oscillation",Yes,,,,
20739,"Airway Clearance Units, High-Frequency Chest Wall Oscillation, Percussion",Yes,,,,
20740,"Airway Clearance Units, High-Frequency Chest Wall Oscillation, Vest",Yes,,,,
20741,"Airway Clearance Units, High-Frequency Chest Wall Oscillation, Cuirass",Yes,,,,
20742,Positive Airway Pressure Units,Yes,,,,
20743,"Positive Airway Pressure Units, Bi-Level",Yes,,,,
20744,"Positive Airway Pressure Units, Expiratory",Yes,,,,
20745,"Positive Airway Pressure Units, Intermittent",Yes,,,,
20746,"Ventilators, Noninvasive Positive Pressure",Yes,,,,
20747,"Stimulators, Electrical, Vagus Nerve",Yes,,,,
20748,"Detectors, Air Bubble/Foam, Apheresis Unit",Yes,,,,
20749,"Detectors, Fluid Level",Yes,,,,
20750,"Detectors, Fluid Level, Hemodialysis Unit",Yes,,,,
20751,"Detectors, Air Bubble/Foam/Fluid Level",Yes,,,,
20752,"Detectors, Blood Leakage, Hemodialysis Unit",Yes,,,,
20753,"Detectors, Strain, Eyeglass Lens",Yes,,,,
20754,"Detectors, Blood Flow",Yes,,,,
20755,"Detectors, Esophageal Intubation, Suction",Yes,,,,
20756,"Detectors, Dental Caries",Yes,,,,
20757,"Detectors, Dental Caries, Induced Fluorescence",Yes,,,,
20758,"Detectors, Dental Caries, Electrical Impedance",Yes,,,,
20759,"Dental Materials, Caries Detection, Dyes",Yes,,,,
20760,"Voltmeters, Electrostatic",Yes,,,,
20761,"Microspheres, Embolization, Uterine Artery",Yes,,,,
20762,"Syringes, Plunger, Prefilled, Embolization Agent",Yes,,,,
20763,"Dictation Systems, Digital, Speech Recognition/Transcription",Yes,,,,
20764,"Image Storage Plates, Radiography",Yes,,,,
20765,"Cassettes, Radiography, Image Plate",Yes,,,,
20766,"Image Digitization Systems, Computed Radiography, Mammography",Yes,,,,
20767,"Detectors, X-Ray, Digital Radiography, Intraoral",Yes,,,,
20768,"Image Digitization Systems, Computed Radiography, Dental",Yes,,,,
20770,Physiologic Monitor Modules,Yes,,,,
20771,"Physiologic Monitor Modules, Electrocardiography",Yes,,,,
20772,"Physiologic Monitor Modules, Invasive Blood Pressure",Yes,,,,
20773,"Physiologic Monitor Modules, Noninvasive Blood Pressure",Yes,,,,
20774,"Physiologic Monitor Modules, Cardiac Output",Yes,,,,
20775,"Physiologic Monitor Modules, Apnea/Respiratory Rate",Yes,,,,
20776,"Physiologic Monitor Modules, Exhaled Carbon Dioxide",Yes,,,,
20777,"Physiologic Monitor Modules, Inspired Oxygen",Yes,,,,
20778,"Physiologic Monitor Modules, Anesthetic Gas",Yes,,,,
20779,"Physiologic Monitor Modules, Temperature",Yes,,,,
20780,"Physiologic Monitor Modules, Transcutaneous Blood Gas",Yes,,,,
20781,"Physiologic Monitor Modules, Pulse Oximetry",Yes,,,,
20782,"Physiologic Monitor Modules, Intravascular Oximetry",Yes,,,,
20783,"Physiologic Monitor Modules, Electroencephalography",Yes,,,,
20784,"Physiologic Monitor Modules, Multiparameter",Yes,,,,
20787,"Cassettes, Radiography",Yes,,,,
20788,"Cassettes, Radiography, Image Plate, Mammography",Yes,,,,
20789,Image Storage Plates,Yes,,,,
20790,"Image Storage Plates, Radiography, Mammography",Yes,,,,
20791,"Detectors, X-Ray, Digital Radiography",Yes,,,,
20792,"Detectors, X-Ray, Digital Radiography, Mammography",Yes,,,,
20793,"Radiographic Systems, Digital, Table",Yes,,,,
20794,"Reader/Digitizers, Image Plate, Radiography",Yes,,,,
20795,"Reader/Digitizers, Image Plate, Mammography",Yes,,,,
20796,"Workstations, Digital Radiography",Yes,,,,
20797,"Workstations, Digital Radiography, Dental",Yes,,,,
20798,"Workstations, Digital Radiography, Mammographic",Yes,,,,
20799,"Workstations, Radiotherapy",Yes,,,,
20800,"Information Systems, Data Management, Oncology, Radiotherapy",Yes,,,,
20801,Molecular Assay Microarray Arrayers,Yes,,,,
20802,"Analyzers, Laboratory, Molecular Assay, Infectious Microorganism",Yes,,,,
20803,"Analyzers, Laboratory, Molecular Assay, Genetic Testing",Yes,,,,
20804,"Analyzers, Laboratory, Molecular Assay, Microarray",Yes,,,,
20805,"Reader/Digitizers, Molecular Assay Microarray",Yes,,,,
20806,"Incubators, Laboratory, Thermocycling, Microarray",Yes,,,,
20807,"Chambers, Laboratory, Microarray Hybridization",Yes,,,,
20808,Nucleic Acid Processors,Yes,,,,
20809,"Nucleic Acid Processors, Sequencing",Yes,,,,
20810,"Nucleic Acid Processors, Replication, Isothermal",Yes,,,,
20811,"Nucleic Acid Processors, Replication, Thermal Cycle",Yes,,,,
20812,"Nucleic Acid Processors, Synthesis",Yes,,,,
20813,Protein/Peptide Processors,Yes,,,,
20814,"Protein/Peptide Processors, Sequencing",Yes,,,,
20815,"Protein/Peptide Processors, Synthesis",Yes,,,,
20816,Molecular Microarrays,Yes,,,,
20817,"Molecular Microarrays, Expression Analysis",Yes,,,,
20818,"Molecular Microarrays, Comparative Genomic",Yes,,,,
20819,"Molecular Microarrays, Mutation/Polymorphism",Yes,,,,
20820,"Molecular Microarrays, Mutation/Polymorphism, Gene CYP2D6/CYP2C19",Yes,,,,
20821,"Analyzers, Laboratory, Clinical Chemistry/Immunoassay",Yes,,,,
20850,"Stimulators, Electrical, Joint, Analgesic, Transcutaneous",Yes,,,,
20851,"Leads, Pacemaker, Implantable",Yes,,,,
20858,"Electrothermal Cautery Units, HIgh-Resistance, Transcatheter, Angioplasty",Yes,,,,
20859,"Electrothermal Cautery Units, High-Resistance, Transcatheter",Yes,,,,
20860,"Electrothermal Cautery Units, High-Resistance, Transcatheter, Intervertebral Disc",Yes,,,,
20861,"Catheters, Spinal, Intervertebral Disc, Electrothermal Cautery",Yes,,,,
20862,"Catheters, Spinal, Intervertebral Disc, Radiofrequency Ablation",Yes,,,,
20863,"Probes, Electrothermal Cautery",Yes,,,,
20864,"Probes, Electrothermal Cautery, Covered",Yes,,,,
20865,"Probes, Electrothermal Cautery, Covered, Irrigated",Yes,,,,
20866,"Probes, Electrothermal Cautery, Uncovered",Yes,,,,
20867,Radiofrequency Generators,Yes,,,,
20884,"Sutures, Synthetic, Absorbable, Poliglecaprone",Yes,,,,
20888,"Fire Extinguishers, Portable",Yes,,,,
20913,Brachytherapy Applicators,Yes,,,,
20914,"Brachytherapy Applicators, Manual",Yes,,,,
20915,"Brachytherapy Applicators, Manual, Topical",Yes,,,,
20916,"Brachytherapy Applicators, Manual, Interstitial/Intracavitary",Yes,,,,
20917,"Brachytherapy Applicators, Automated, Topical",Yes,,,,
20918,"Brachytherapy Applicators, Automated, Interstitial/Intracavitary",Yes,,,,
20919,"Brachytherapy Applicators, Automated, Interstitial/Intracavitary, Tandem/Ovoid",Yes,,,,
20920,"Brachytherapy Applicators, Automated, Intravascular",Yes,,,,
20921,"Sampling Kits, Breast Ductal Cell",Yes,,,,
20922,Brachytherapy Templates,Yes,,,,
20923,"Brachytherapy Templates, Rigid",Yes,,,,
20924,"Brachytherapy Templates, Flexible",Yes,,,,
20933,"Catheters, Intracranial, Brachytherapy",Yes,,,,
20935,"Catheters, Breast",Yes,,,,
20936,"Catheters, Breast, Cytology",Yes,,,,
20937,"Catheters, Breast, Brachytherapy",Yes,,,,
20938,"Catheters, Breast, Brachytherapy, Balloon",Yes,,,,
20939,"Catheters, Bronchial, Brachytherapy",Yes,,,,
20941,"Catheters, Biliary, Brachytherapy",Yes,,,,
20943,"Catheters, Esophageal, Brachytherapy",Yes,,,,
20944,"Automation Systems, Medication Dispensing, Outpatient Pharmacy",Yes,,,,
20945,"Prostheses, Joint, Ankle, Total",Yes,,,,
20969,"Microscopes, Scanning Laser, Optical, Endoscopy",Yes,,,,
20970,"Image Digitization Systems, Microscopy",Yes,,,,
20971,"Image Digitization Systems, Microscopy, Confocal Scanning Laser",Yes,,,,
20972,Anaerobic Culture Pack/Pouch Kits,Yes,,,,
20977,"Approximators, Nerve",Yes,,,,
20979,"Approximators, Rib",Yes,,,,
20980,"Approximators, Skin",Yes,,,,
20981,"Approximators, Sternum",Yes,,,,
20984,"Approximators, Vessel, Microsurgery",Yes,,,,
20985,"Awls, Bone",Yes,,,,
20986,"Awls, Cartilage",Yes,,,,
20987,"Awls, Bone, Mandible",Yes,,,,
20990,"Awls, Bone, Sternum",Yes,,,,
20991,"Awls, Bone, Zygomatic Arch",Yes,,,,
20992,"Awls, Bone, Subchondral",Yes,,,,
20994,"Awls, Cartilage, Nasal",Yes,,,,
20995,"Bougies, Bronchus",Yes,,,,
20996,"Bougies, Ear Canal/Eustachian Tube",Yes,,,,
21002,"Bougies, Esophagus, Mercury-Filled",Yes,,,,
21003,"Bougies, Esophagus, Tungsten-Filled",Yes,,,,
21004,"Bougies, Esophagus, Olive-Tip",Yes,,,,
21005,"Bougies, Esophagus, Filiform",Yes,,,,
21007,"Bougies, Urethra, Filiform",Yes,,,,
21008,"Broaches, Surgical, Bone",Yes,,,,
21009,"Broaches, Surgical, Bone, Intramedullary Canal",Yes,,,,
21010,"Broaches, Dental",Yes,,,,
21012,"Carvers, Dental",Yes,,,,
21013,"Carvers, Dental, Amalgam, Occlusal Surface",Yes,,,,
21014,"Carvers, Dental, Amalgam, Proximal Surface",Yes,,,,
21015,"Carvers, Dental, Composite Filling",Yes,,,,
21016,"Chisels, Dental",Yes,,,,
21019,"Chisels, Dental, Operative",Yes,,,,
21020,"Chisels, Dental/Oral Surgery",Yes,,,,
21023,"Chisels, Postmortem",Yes,,,,
21024,"Chisels, Postmortem, Skull",Yes,,,,
21026,"Chisels, Surgical",Yes,,,,
21027,"Chisels, Surgical, Bone",Yes,,,,
21028,"Chisels, Surgical, Bone, Sternum",Yes,,,,
21030,"Chisels, Surgical, Bone, Outgrowth",Yes,,,,
21031,"Chisels, Surgical, Bone, Outgrowth, Microsurgery",Yes,,,,
21032,"Chisels, Surgical, Bone, Orthopedic, Mortising",Yes,,,,
21033,"Chisels, Surgical, Pituitary Gland",Yes,,,,
21034,"Chisels, Surgical, Middle Ear, Foot Plate",Yes,,,,
21035,"Chisels, Surgical, Middle Ear, Microsurgery",Yes,,,,
21036,"Chisels, Surgical, Nasal, Rhinoplasty",Yes,,,,
21037,"Chisels, Surgical, Nasal, Septum",Yes,,,,
21038,"Chisels, Surgical, Spine",Yes,,,,
21039,"Chisels, Surgical, Spine, Cervical Discectomy",Yes,,,,
21040,"Chisels, Surgical, Spine, Laminectomy",Yes,,,,
21053,"Scar/Keloid Inhibition Sheets, Silicone",Yes,,,,
21054,"Scar/Keloid Inhibition Sheets, Silicone Gel/Foam",Yes,,,,
21055,"Gel, Scar/Keloid Inhibition, Silicone",Yes,,,,
21056,"Cleansers, Scar/Keloid Inhibition, Silicone Sheet",Yes,,,,
21068,Conveyors,Yes,,,,
21069,"Conveyors, Laundry",Yes,,,,
21073,"Dryers, Laundry",Yes,,,,
21076,"Dryers, Medical-Air, Membrane",Yes,,,,
21077,"Dryers, Gel",Yes,,,,
21080,"Dryers, Forensic Evidence",Yes,,,,
21083,"Dryers, Forensic Evidence, Swab",Yes,,,,
21084,"Dryers, X-Ray Film, Manual",Yes,,,,
21085,"Dryers, X-Ray Film, Automated",Yes,,,,
21086,"Ovens, Laboratory",Yes,,,,
21087,"Ovens, Laboratory, Forced-Air",Yes,,,,
21088,"Ovens, Laboratory, Vacuum",Yes,,,,
21090,Laundry Presses,Yes,,,,
21091,Laundry Folding Units,Yes,,,,
21094,"Condensers, Dental",Yes,,,,
21095,"Condensers, Dental, Amalgam, Manual",Yes,,,,
21096,"Condensers, Dental, Amalgam, Powered",Yes,,,,
21097,"Condensers, Dental, Endodontic Filling Material, Vertical",Yes,,,,
21098,"Condensers, Dental, Endodontic Filling Material, Spreading",Yes,,,,
21103,"Brushes, Cytology, Biliary Tract, Endoscopic",Yes,,,,
21104,"Brushes, Cytology, Bronchus, Endoscopic",Yes,,,,
21107,"Brushes, Cytology, Esophagus",Yes,,,,
21108,"Brushes, Cytology, Esophagus/Stomach, Endoscopic",Yes,,,,
21112,"Brushes, Cytology, Colon, Endoscopic",Yes,,,,
21115,"Brushes, Cytology, Urinary Tract/Bladder, Endoscopic",Yes,,,,
21120,"Brushes, Cytology, Cervix/Uterine Endometrium",Yes,,,,
21123,"Brushes, Cytology, Mouth",Yes,,,,
21124,"Brushes, Cytology, Eye Surface",Yes,,,,
21125,"Brushes, Surgical",Yes,,,,
21126,"Brushes, Surgical, Bone",Yes,,,,
21128,"Brushes, Surgical, Bone, Acetabular",Yes,,,,
21129,"Brushes, Surgical, Bone, Intramedullary, Narrow Canal",Yes,,,,
21130,"Brushes, Surgical, Bone, Intramedullary, Femoral Canal",Yes,,,,
21131,"Brushes, Dental",Yes,,,,
21132,"Brushes, Dental, Topical Application",Yes,,,,
21133,"Brushes, Dental, Resin Application",Yes,,,,
21134,"Brushes, Cleaning",Yes,,,,
21135,"Brushes, Cleaning, Instrument",Yes,,,,
21139,"Brushes, Cleaning, Instrument, Endoscope, Channel",Yes,,,,
21140,"Brushes, Cleaning, Instrument, Endoscope, Valve/Head",Yes,,,,
